id,title,url,industry,location,asking_price,asking_price_text,annual_cash_flow,annual_revenue,employees,down_10,sba_monthly_10pct,annual_debt_service_10pct,cf_after_debt_10pct,coc_return_10pct,dscr_10pct,payoff_years_10pct,down_20,sba_monthly_20pct,annual_debt_service_20pct,cf_after_debt_20pct,coc_return_20pct,dscr_20pct,payoff_years_20pct,seller_note_amount,seller_note_monthly,seller_note_annual,cf_during_standby,cf_after_seller_financing,dscr_seller_financed,score,bucket,absentee,reasons,is_trades,years_in_business,is_franchise,reason_for_selling,sba_available,listing_agent,narrative,description,dim_ai_proof,dim_fun,dim_weather,dim_labor,dim_recurring,dim_absentee,dim_capital_light,dim_scalable,last_seen,is_active,source,has_pdf
57215,"Established CNC Equipment Repair Business – Strong Cash Flow, Home-Based. Seller Financing for a Qualified Buyer.",https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57215,Service,Minnesota,300000.0,"$300,000",127343.0,264041.0,1,30000.0,3568.07,42816.84,84526.16,2.8175,2.97,0.35,60000.0,3171.62,38059.44,89283.56,1.4881,3.35,0.67,30000.0,579.98,6959.76,84526.16,77566.4,2.56,60,REVIEW,No,"modest CF $127,343; DSCR 3.35; CoC 149%; 1 employees; no heavy inventory; operationally simple; durable industry; Twin Cities area",False,5+ years,No,Retirement,,Ruba Khairi & Ahmed Mousa,"Established CNC Equipment Repair Business – Strong Cash Flow, Home-Based. Seller Financing for a Qualified Buyer. (Service) in Minnesota is listed at $300,000 with $127,343 in annual cash flow (SDE) and $264,041 in gross revenue, 5+ years years in operation. What's attractive: cash flow of $127,343 meets our minimum threshold; DSCR of 3.35x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 149% at 20% down is excellent; the service is considered recession-resistant; small team of 1 keeps operations lean and manageable. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Decent opportunity (score 60/100) but not a clear standout. Dig into the financials before committing time.","This well-established CNC equipment repair company has been serving over 70 industrial and manufacturing clients across the Upper Midwest. The business provides diagnostic, maintenance, and repair services for a wide variety of CNC machinery used in precision manufacturing. The company operates efficiently with minimal overhead and delivers consistent profitability year after year. It can be run from home or transitioned into a small commercial space if desired, making it ideal for a skilled technician or entrepreneur seeking a flexible, high-margin business. The owner is preparing for retirement and will provide comprehensive training to ensure a smooth transition to a qualified buyer. Significant growth opportunities exist by expanding service capacity or adding preventive maintenance contracts. Interested buyers should have $90,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,3,3,3,1,1,3,2,2026-04-06T18:40:34.589891,True,sunbelt,False
57231,"MN based - Direct Marketing, Postal Optimization and Print Service Business with regional and national clients. $100k in Cash Flow, Seller Financing available.",https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57231,Service,Minnesota,240000.0,"$240,000",101718.0,559958.0,5,24000.0,2854.46,34253.52,67464.48,2.811,2.97,0.36,48000.0,2537.29,30447.48,71270.52,1.4848,3.34,0.67,24000.0,463.99,5567.88,67464.48,61896.6,2.55,47,REVIEW,No,"modest CF $101,718; DSCR 3.34; CoC 148%; 5 employees; no heavy inventory; Twin Cities area",False,20+ years,No,Retirement,,Tim Schinke & Ryan Moen,"MN based - Direct Marketing, Postal Optimization and Print Service Business with regional and national clients. $100k in Cash Flow, Seller Financing available. (Service) in Minnesota is listed at $240,000 with $101,718 in annual cash flow (SDE) and $559,958 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $101,718 meets our minimum threshold; DSCR of 3.34x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 148% at 20% down is excellent; small team of 5 keeps operations lean and manageable. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Marginal fit (score 47/100). Proceed only if something specific about this deal appeals beyond the numbers.","Business for Sale: $560k in Sales and $100k+ Cash Flow in 2024 Interested buyers should have approximately $72,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,2,2,2,1,1,2,2,2026-04-06T18:40:34.589906,True,sunbelt,False
57236,"High Volume Auto Body/Collision Shop W/ Real Estate One Hour from the Metro Area - $1,116,440 Of Cash Flow – SBA Financing Available.",https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57236,Automotive,Minnesota,3000000.0,"$3,000,000",1116440.0,3590308.0,12,300000.0,35680.7,428168.4,688271.6,2.2942,2.61,0.44,600000.0,31716.18,380594.16,735845.84,1.2264,2.93,0.82,300000.0,5799.84,69598.08,688271.6,618673.52,2.24,62,REVIEW,No,"strong CF $1,116,440; DSCR 2.93; CoC 123%; 12 employees; no heavy inventory; Twin Cities area",False,20+ years,No,Retirement,Yes,Brad Peterson,"High Volume Auto Body/Collision Shop W/ Real Estate One Hour from the Metro Area - $1,116,440 Of Cash Flow – SBA Financing Available. (Automotive) in Minnesota is listed at $3,000,000 with $1,116,440 in annual cash flow (SDE) and $3,590,308 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $1,116,440 is strong and well above our preferred threshold; DSCR of 2.93x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 123% at 20% down is excellent; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Decent opportunity (score 62/100) but not a clear standout. Dig into the financials before committing time.","Turn-Key, Fully-Staffed Auto Body/Collision Shop with $3,590,308 of revenue in the last 12 months. $1,116,440 of cash flow from the business & $1,332,440 of cash flow from the business and real estate. SBA financing available for the business and real estate. Interested buyers should have approximately $621,300 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,2,2,3,1,1,2,2,2026-04-06T18:40:34.589920,True,sunbelt,False
57297,"MN Based – Full-Service Irrigation Contractor, $470k in Cash Flow, SBA Financing Available for a qualified buyer.",https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57297,Service,Minnesota,1950000.0,"$1,950,000",470887.0,2703792.0,26,195000.0,23192.45,278309.4,192577.6,0.9876,1.69,1.01,390000.0,20615.51,247386.12,223500.88,0.5731,1.9,1.74,195000.0,3769.9,45238.8,192577.6,147338.8,1.46,58,REVIEW,No,"strong CF $470,887; DSCR 1.90; CoC 57%; 26 employees; no heavy inventory; Twin Cities area",True,20+ years,No,Recapitalization,Yes,Ryan Moen & Tim Schinke,"MN Based – Full-Service Irrigation Contractor, $470k in Cash Flow, SBA Financing Available for a qualified buyer. (Service) in Minnesota is listed at $1,950,000 with $470,887 in annual cash flow (SDE) and $2,703,792 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $470,887 is strong and well above our preferred threshold; DSCR of 1.90x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 57% at 20% down is excellent; SBA financing is available, lowering the capital barrier to entry. Watch-outs: team of 26 is mid-sized — management overhead to consider; no absentee signals — likely owner-operated and may be dependent on the current owner. Bottom line: Decent opportunity (score 58/100) but not a clear standout. Dig into the financials before committing time.","Interested buyer should have approximately $195,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,2,1,2,1,1,2,2,2026-04-06T18:40:34.589949,True,sunbelt,False
57374,Profitable Dairy Queen – Southern Minnesota.  With option for Semi-Absentee Owner.  Seller Financing Available.,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57374,Franchise,Minnesota,200000.0,"$200,000",121453.0,498794.0,9,20000.0,2378.71,28544.52,92908.48,4.6454,4.25,0.22,40000.0,2114.41,25372.92,96080.08,2.402,4.79,0.42,20000.0,386.66,4639.92,92908.48,88268.56,3.66,60,REVIEW,Likely,"modest CF $121,453; DSCR 4.79; CoC 240%; 9 employees; no heavy inventory; operationally simple; durable industry; Twin Cities area",False,20+ years,Yes,Retirement,,Scott Wiyninger,"Profitable Dairy Queen – Southern Minnesota.  With option for Semi-Absentee Owner.  Seller Financing Available. (Franchise) in Minnesota is listed at $200,000 with $121,453 in annual cash flow (SDE) and $498,794 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $121,453 meets our minimum threshold; DSCR of 4.79x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 240% at 20% down is excellent; current owner is absentee — well-suited for a new owner-operator or passive investor; the franchise is considered recession-resistant; small team of 9 keeps operations lean and manageable. Watch-outs: franchise resale means ongoing royalties and franchisor approval — adds friction and cost; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Decent opportunity (score 60/100) but not a clear standout. Dig into the financials before committing time.","Step into a nationally recognized franchise with deep community roots and over 20 years of local brand loyalty. This treat-focused quick-service restaurant is located on a high-traffic highway 2 hours from the Twin Cities, drawing a balanced mix of local and highway customers. The business operates from a stand-alone building with excellent visibility, ample parking, and a newly remodeled interior (2024). With over $93K in cash flow and additional real estate income, this turnkey operation is supported by a seasoned team of nine employees, including a long-tenured manager who oversees daily operations. The current owner is semi-absentee, making this an ideal opportunity for a semi-absentee operational leader or a hands-on entrepreneur ready to scale. Utilizing ample indoor seating and a drive-thru, the business specializes in soft-serve desserts, cakes, and light hot food items, with soft-serve accounting for 78% of annual sales. Growth opportunities include implementing promotional campaigns, optimizing pricing, expanding local marketing, and enhancing drive-thru efficiency. As the only Dairy Queen franchise within a 20-mile radius, this location holds a unique market position. No prior industry experience required—just strong leadership, decision-making skills, and a desire to grow a beloved brand. Seller financing is available for qualified buyers. Interested buyers should have $160,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243",1,3,3,1,1,3,3,3,2026-04-06T18:40:34.589964,True,sunbelt,False
57401,Profitable MN Plumbing Franchise – Ideal for Financial or Operational Buyer,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57401,Franchise,Minnesota,3800000.0,"$3,800,000",1219947.0,8237007.0,34,380000.0,45195.55,542346.6,677600.4,1.7832,2.25,0.56,760000.0,40173.82,482085.84,737861.16,0.9709,2.53,1.03,380000.0,7346.46,88157.52,677600.4,589442.88,1.93,71,SHORTLIST,No,"strong CF $1,219,947; DSCR 2.53; CoC 97%; 34 employees; no heavy inventory; operationally simple; durable industry; Twin Cities area",True,5+ years,Yes,Retirement,Yes,Scott Wiyninger,"Profitable MN Plumbing Franchise – Ideal for Financial or Operational Buyer (Franchise) in Minnesota is listed at $3,800,000 with $1,219,947 in annual cash flow (SDE) and $8,237,007 in gross revenue, 5+ years years in operation. What's attractive: cash flow of $1,219,947 is strong and well above our preferred threshold; DSCR of 2.53x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 97% at 20% down is excellent; the franchise is considered recession-resistant; SBA financing is available, lowering the capital barrier to entry. Watch-outs: team of 34 is mid-sized — management overhead to consider; no absentee signals — likely owner-operated and may be dependent on the current owner; franchise resale means ongoing royalties and franchisor approval — adds friction and cost; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Strong candidate (score 71/100). Worth requesting financials and scheduling a broker call.","MN Franchise Plumbing Business – Seeking Buyer with Finance and Operations Background Exceptional opportunity to acquire a well-established, franchise plumbing business serving the Minnesota market. Thanks to strong focus on systems, development of people, efficient leased space, and scalable infrastructure, this business is best served by a leader with strong financial acumen, experience leading teams, and a focus on strategic growth. This business has solved one of the trades industry's biggest challenges: talent acquisition. With a proprietary in-house training facility and digital learning platform, the company consistently develops skilled professionals from the ground up. Multiple licensed master plumbers management team in place. Focused primarily on residential service work, this business is ideal for a buyer with experience in leadership, operations, and scaling service-based businesses. Backed by a nationally recognized brand and the franchise network, this operation benefits from strong brand equity, proven systems, and cross-promotional opportunities. With a population of over one million in its territory and significant room for market penetration, this business is primed for expansion. Whether you're seeking a strategic acquisition or a turnkey operation with upside, this opportunity delivers. This business qualifies for SBA financing with only $400k down. Interested buyers should have approximately $400,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.",3,3,3,3,1,1,3,3,2026-04-06T18:40:34.590009,True,sunbelt,False
57452,Specialty Heating Service Business in Northern Minnesota – Strong Cash Flow!,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57452,Service,Minnesota,355000.0,"$355,000",164317.0,390513.0,2,35500.0,4222.22,50666.64,113650.36,3.2014,3.24,0.31,71000.0,3753.08,45036.96,119280.04,1.68,3.65,0.6,35500.0,686.31,8235.72,113650.36,105414.64,2.79,58,REVIEW,No,"decent CF $164,317; DSCR 3.65; CoC 168%; 2 employees; no heavy inventory; recurring revenue signal; Twin Cities area",True,20+ years,No,Retirement,Yes,Nick Dunnom,"Specialty Heating Service Business in Northern Minnesota – Strong Cash Flow! (Service) in Minnesota is listed at $355,000 with $164,317 in annual cash flow (SDE) and $390,513 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $164,317 is solid; DSCR of 3.65x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 168% at 20% down is excellent; recurring or contract revenue provides predictable cash flow; small team of 2 keeps operations lean and manageable; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Decent opportunity (score 58/100) but not a clear standout. Dig into the financials before committing time.","Long-standing specialty heating products retailer and service provider located in Northern Minnesota. No special licenses needed. Founded in 1997, the business specializes in sales and installation services for a loyal base of 2,000+ customers and growing. The company generates strong margins by combining product sales with installation and service. Opportunities for growth include expanding product lines, adding service contracts, and strengthening marketing efforts. Interested buyers should have $39,500 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,3,3,2,3,1,2,1,2026-04-06T18:40:34.590022,True,sunbelt,False
57463,Established Central Minnesota Dry Cleaner,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57463,Service,Minnesota,150000.0,"$150,000",73549.0,430462.0,4,15000.0,1784.03,21408.36,52140.64,3.476,3.44,0.29,30000.0,1585.81,19029.72,54519.28,1.8173,3.86,0.55,15000.0,289.99,3479.88,52140.64,48660.76,2.96,45,REVIEW,No,"low CF $73,549; DSCR 3.86; CoC 182%; 4 employees; no heavy inventory; operationally simple; Twin Cities area",False,20+ years,No,Other Interests,,Mike Minor,"Established Central Minnesota Dry Cleaner (Service) in Minnesota is listed at $150,000 with $73,549 in annual cash flow (SDE) and $430,462 in gross revenue, 20+ years years in operation. What's attractive: DSCR of 3.86x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 182% at 20% down is excellent; small team of 4 keeps operations lean and manageable. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner. Bottom line: Marginal fit (score 45/100). Proceed only if something specific about this deal appeals beyond the numbers.","Well-established dry cleaner with nearly 60 years of community presence. Spacious 6,500 sq. ft. facility in a high-traffic location with lease and flexible landlord. Turn-key operation with experienced staff and strong growth potential from area revitalization. Interested buyers should have $75,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,3,2,2,1,1,2,2,2026-04-06T18:40:34.590038,True,sunbelt,False
57480,$3K/Month Net – Run This Cleaning Biz in 5–10 Hours/Week (Not a Franchise),https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57480,Service,Minnesota,69900.0,"$69,900",36000.0,,,6990.0,831.36,9976.32,26023.68,3.723,3.61,0.27,13980.0,738.99,8867.88,27132.12,1.9408,4.06,0.52,6990.0,135.14,1621.68,26023.68,24402.0,3.1,44,REVIEW,No,"low CF $36,000; DSCR 4.06; CoC 194%; no heavy inventory; durable industry; Twin Cities area",False,,No,,,Dan Carey,"$3K/Month Net – Run This Cleaning Biz in 5–10 Hours/Week (Not a Franchise) (Service) in Minnesota is listed at $69,900 with $36,000 in annual cash flow (SDE). What's attractive: DSCR of 4.06x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 194% at 20% down is excellent; the service is considered recession-resistant. Watch-outs: only $27,132 remains after SBA debt at 20% down — limited owner salary buffer; no absentee signals — likely owner-operated and may be dependent on the current owner. Bottom line: Marginal fit (score 44/100). Proceed only if something specific about this deal appeals beyond the numbers.","This is a rare opportunity to acquire a fully staffed commercial cleaning business generating at least $3,000/month in net income. Perfect for busy professionals, side hustlers, or first-time buyers looking for a low-risk, low-hours investment. This is not a franchise – there are no royalties, long-term contracts, or branding restrictions. You own and operate your own independent business entity. Optional Support Services (Already Deducted from Net Income) For owners who want operational ease, a separate Service Agreement is available. For 9% of gross revenue, this plan includes: The $3,000/month net income is after this service fee is already deducted. You may cancel this agreement at any time and operate independently. Net Income (Guaranteed): $3,000/month minimum (after optional support fee) Hours Required: ~5–10 hours/week of owner oversight Employees: Your employees are provided to you by our HR staff Support Options: Ongoing back-office support available (optional, cancel anytime) Interested buyers should have approximately $69,900 in available capital for the down payment &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,2,3,2,1,1,3,3,2026-04-06T18:40:34.590052,True,sunbelt,False
57481,Central MN Multi-Revenue C-Store with Real Estate – Established & Growing!,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57481,Retail,Minnesota,,,52500.0,1798428.0,6,,,,,,,,,,,,,,,,,,,,,25,SKIP,No,"low CF $52,500; 6 employees; no heavy inventory; operationally simple; Twin Cities area",False,10+ years,No,Retirement,Yes,Tony Bodway & Andy Schwandt,"Central MN Multi-Revenue C-Store with Real Estate – Established & Growing! (Retail) in Minnesota is listed at an undisclosed price with $52,500 in annual cash flow (SDE) and $1,798,428 in gross revenue, 10+ years years in operation. What's attractive: small team of 6 keeps operations lean and manageable; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; asking price is not disclosed — makes valuation comparison difficult; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Score of 25/100 — below review threshold. Pass unless there is a specific strategic reason to look closer.","Located in Central Minnesota, this established business combines a convenience store, fuel station, deli, gifts, and a steadily growing bait & tackle department. With 9,600 sq. ft. of facility space (6,400 sq. ft. in active use), the business sits on owned real estate. Customers include local residents, travelers, and outdoor enthusiasts, making this a well-rounded retail operation with strong community roots. Additional growth opportunities include reopening the café, adding liquor sales, expanding the bait & tackle department, or introducing boat rentals. Marketing has been limited to Facebook and word-of-mouth, leaving room for expansion into digital and local advertising. With 3 full-time employees in place and training offered by the owner, this is a solid turnkey opportunity with long-term real estate stability. Interested buyers should have $250,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",1,3,1,1,1,1,2,3,2026-04-06T18:40:34.590063,True,sunbelt,False
57537,"Asset-Rich B2B Rental & Supply Company – 30+ Years, National Client Base, SBA Terms",https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57537,Distribution,Minnesota,1900000.0,"$1,900,000",,1045213.0,,190000.0,22597.78,271173.36,,,,,380000.0,20086.91,241042.92,,,,,,,,,,,0,AUTO-REJECT,No,no cash flow data,,20+ years,No,Retirement,Yes,Manuel Santana,,,2,1,3,3,1,1,1,2,2026-02-14T20:33:43.164020,False,,False
57582,"Independently Owned & Operated Farm Winery, Tasting Room, & Events Venue in Minnesota.",https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57582,Restaurant & Bar,Minnesota,1525000.0,"$1,525,000",316100.0,1789670.0,35,152500.0,18137.69,217652.28,98447.72,0.6456,1.45,1.55,305000.0,16122.39,193468.68,122631.32,0.4021,1.63,2.49,152500.0,2948.25,35379.0,98447.72,63068.72,1.25,58,REVIEW,No,"strong CF $316,100; DSCR 1.63; CoC 40%; 35 employees; no heavy inventory; Twin Cities area",False,20+ years,No,Retirement,No,Steve Lee,"Independently Owned & Operated Farm Winery, Tasting Room, & Events Venue in Minnesota. (Restaurant & Bar) in Minnesota is listed at $1,525,000 with $316,100 in annual cash flow (SDE) and $1,789,670 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $316,100 is strong and well above our preferred threshold; DSCR of 1.63x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 40% at 20% down is excellent. Watch-outs: team of 35 is mid-sized — management overhead to consider; no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Decent opportunity (score 58/100) but not a clear standout. Dig into the financials before committing time.","Impressive market share with award-winning wines Multiple revenue streams including wine sales, tasting room/restaurant, and event center for weddings and corporate events. 80-acre farm complete with vineyard and nearly 15,000 sq ft commercial space in a nearby town. Interested buyers should have $830,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,3,3,2,1,1,1,2,2026-04-06T18:40:34.590079,True,sunbelt,False
